PairID,Algorithm,PlanningTime_ms,ExecutionTime_ms,Smoothness,PathLength
184,RRT*,5034,15205,0.0088048,2.86536
185,RRT,79,23559,0.00543057,5.95092
185,RRT*,5053,22280,0.00579844,4.43202
186,RRT,69,12423,0.0059143,3.37604
186,RRT*,5046,20658,0.00850782,3.88956
187,RRT,77,17781,0.00565621,4.22517
187,RRT*,5056,13799,0.0107938,1.60015
188,RRT,110,35781,0.00221608,6.61095
188,RRT*,5082,7447,0.00271054,5.54196
189,RRT,93,19888,0.00208743,5.56922
189,RRT*,5057,18364,0.00817212,3.54824
190,RRT,56,18023,0.00596558,4.44369
190,RRT*,5064,24465,0.00652945,3.73342
191,RRT,71,10376,0.00535095,5.36512
191,RRT*,5067,19059,0.00422383,5.59617
192,RRT,87,20541,0.0174199,2.44322
192,RRT*,5043,10657,0.0121768,1.39209
193,RRT,83,22838,0.0052332,5.85501
193,RRT*,5058,17846,0.0065748,4.42118
194,RRT,94,19618,0.00749648,4.28404
194,RRT*,5030,12553,0.0120104,1.95892
195,RRT,62,24105,0.00916174,5.14649
195,RRT*,5052,14358,0.0105991,1.79537
196,RRT,74,24467,0.00484085,4.72609
196,RRT*,5055,26482,0.00318747,4.23148
197,RRT,96,19951,0.00436458,4.81956
197,RRT*,5076,25367,0.00299193,4.85042
198,RRT,81,25739,0.00495848,5.17656
198,RRT*,5067,25267,0.00458166,4.55751
199,RRT,99,27972,0.00528456,4.63412
199,RRT*,5040,27811,0.0136914,1.81281
200,RRT,64,19450,0.00714607,5.5358
200,RRT*,5084,26674,0.00234728,5.6955
201,RRT,72,27710,0.00426422,5.58345
201,RRT*,5076,22459,0.00594856,5.13079
202,RRT,72,17819,0.0048899,6.095
202,RRT*,5054,21271,0.00696737,4.36966
203,RRT,82,4675,0.00312141,4.76255
203,RRT*,5044,22668,0.0117265,2.38754
204,RRT,79,11973,0.0103477,1.97225
204,RRT*,5048,33518,0.00353083,5.1594
205,RRT,72,22124,0.00431297,5.91213
205,RRT*,5104,38850,0.00252571,7.34772
206,RRT,118,28122,0.00528569,5.26307
206,RRT*,5046,9549,0.020424,0.989375
207,RRT,136,31687,0.00531439,6.57591
207,RRT*,5031,15607,0.00600609,2.10467
208,RRT,63,15589,0.0019883,4.77039
208,RRT*,5063,20214,0.00391718,4.53884
209,RRT,112,36618,0.00734641,8.03316
209,RRT*,5058,21398,0.00651893,5.20203
210,RRT,67,22545,0.00719895,5.13409
210,RRT*,5039,13291,0.0111785,1.43515
211,RRT,91,18982,0.00492706,5.89204
211,RRT*,5051,24078,0.00629991,3.99762
212,RRT,83,20732,0.0047201,7.72058
212,RRT*,5063,21111,0.00360707,5.12357
213,RRT,55,23440,0.00599935,3.86251
213,RRT*,5029,21409,0.00943065,2.46725
214,RRT,66,24854,0.00249086,4.99038
214,RRT*,5058,19598,0.00594823,3.58282
215,RRT,78,7520,0.00245955,5.07307
215,RRT*,5032,10442,0.00532333,2.34785
216,RRT,71,22494,0.00342694,5.2712
216,RRT*,5068,19958,0.00749412,4.41761
217,RRT,72,19672,0.00719462,4.31158
217,RRT*,5059,24028,0.00499968,4.37765
218,RRT,102,29560,0.00385655,8.40576
218,RRT*,5043,19916,0.0100008,4.21365
219,RRT,61,9869,0.0146653,1.77411
219,RRT*,5036,14896,0.00802327,2.42429
220,RRT,136,38079,0.00532628,6.3418
220,RRT*,5061,20806,0.00457801,4.22835
221,RRT,58,25512,0.0265443,0.616256
221,RRT*,5036,23163,0.0157457,0.992421
222,RRT,73,24010,0.0191158,6.4092
222,RRT*,5073,38663,0.00233207,4.64025
223,RRT,101,26789,0.00323459,6.31752
223,RRT*,5043,19753,0.00798869,3.73918
224,RRT,82,13442,0.00368044,7.91074
224,RRT*,5077,26386,0.00221531,5.40694
225,RRT,107,26063,0.0026974,6.15681
225,RRT*,5077,30817,0.00475089,4.61041
226,RRT,83,20941,0.0042398,6.86633
226,RRT*,5036,17014,0.0301058,0.781236
227,RRT,121,16646,0.00573088,3.46098
227,RRT*,5053,29111,0.00466182,5.58606
228,RRT,97,21232,0.00346703,8.29052
228,RRT*,5067,21618,0.00452728,5.04699
229,RRT,62,13780,0.005906,2.90927
229,RRT*,5069,24666,0.00224973,5.61547
230,RRT,74,17488,0.00273474,5.56975
230,RRT*,5041,23359,0.00651857,2.95704
231,RRT,115,17028,0.00384686,6.54468
231,RRT*,5066,10946,0.00385202,4.83978
232,RRT,42,18068,0.00707103,3.37794
232,RRT*,5036,18545,0.00858889,3.14296
233,RRT,89,31010,0.00356529,6.62643
233,RRT*,5052,25671,0.00353171,4.69261
234,RRT,102,24256,0.00694776,6.83279
234,RRT*,5052,17278,0.00390694,3.89137
235,RRT,73,24978,0.0032281,4.40066
235,RRT*,5039,19106,0.0145768,1.25857
236,RRT,57,20021,0.00859235,5.03758
236,RRT*,5050,28377,0.00767474,4.54065
237,RRT,73,24879,0.00486163,6.441
237,RRT*,5055,32224,0.00495223,4.02339
238,RRT,99,18317,0.00452964,5.10726
238,RRT*,5041,13143,0.0110936,2.20479
239,RRT,85,25051,0.0036333,5.37127
239,RRT*,5053,6945,0.00456489,3.20706
240,RRT,82,23153,0.00225368,4.64551
