PairID,Algorithm,Time,Joint1_Position,Joint1_Velocity,Joint1_Acceleration,Joint2_Position,Joint2_Velocity,Joint2_Acceleration,Joint3_Position,Joint3_Velocity,Joint3_Acceleration,Joint4_Position,Joint4_Velocity,Joint4_Acceleration,Joint5_Position,Joint5_Velocity,Joint5_Acceleration,Joint6_Position,Joint6_Velocity,Joint6_Acceleration,Joint7_Position,Joint7_Velocity,Joint7_Acceleration
3,RRT,4.9,0.970821,-0.234789,-0.792346,0.300765,0.54764,0.411643,-0.474836,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,1.99833e-12,1.99833e-12,4.99583e-13,-1.49875e-12,-2.49792e-13,-2.9975e-12,-2.9975e-12
3,RRT,5,0.985656,-0.223827,-0.789017,0.292356,0.546181,0.393571,-0.491393,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.85469e-12,2.11895e-12,6.40099e-13,-1.63336e-12,-2.81423e-13,-3.50215e-12,-3.17842e-12
3,RRT,5.1,1.00049,-0.212865,-0.785687,0.283946,0.544721,0.375498,-0.507949,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.8481e-12,2.10371e-12,6.39204e-13,-1.61824e-12,-2.79146e-13,-3.46303e-12,-3.17175e-12
3,RRT,5.2,1.01533,-0.201903,-0.782358,0.275537,0.543261,0.357426,-0.524505,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.67597e-12,2.00698e-12,6.09262e-13,-1.52913e-12,-2.65806e-13,-3.29718e-12,-3.05826e-12
3,RRT,5.3,1.03016,-0.190942,-0.779028,0.267128,0.541801,0.339354,-0.541062,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.68974e-12,2.0173e-12,6.02389e-13,-1.54099e-12,-2.66172e-13,-3.30613e-12,-3.02595e-12
3,RRT,5.4,1.045,-0.17998,-0.775699,0.258719,0.540342,0.321281,-0.557618,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.70924e-12,1.99806e-12,6.09579e-13,-1.52395e-12,-2.66691e-13,-3.25109e-12,-3.04789e-12
3,RRT,5.5,1.05983,-0.169018,-0.772369,0.25031,0.538882,0.303209,-0.574174,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.65344e-12,2.01148e-12,5.99163e-13,-1.54071e-12,-2.67484e-13,-3.2526e-12,-3.08141e-12
3,RRT,5.6,1.07467,-0.158056,-0.76904,0.241901,0.537422,0.285137,-0.590731,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.67391e-12,2.0345e-12,6.1035e-13,-1.51134e-12,-2.68844e-13,-3.2552e-12,-3.02268e-12
3,RRT,5.7,1.0895,-0.147094,-0.76571,0.233492,0.535963,0.267064,-0.607287,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.24846e-12,1.65752e-12,5.04462e-13,-1.26836e-12,-2.19801e-13,-2.70968e-12,-2.5079e-12
3,RRT,5.8,1.10434,-0.136132,-0.762381,0.225082,0.534503,0.248992,-0.623843,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.24619e-12,1.67673e-12,5.06184e-13,-1.26546e-12,-2.21455e-13,-2.75237e-12,-2.53092e-12
3,RRT,5.9,1.11917,-0.125171,-0.759052,0.216673,0.533043,0.23092,-0.6404,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.24343e-12,1.66505e-12,5.08277e-13,-1.26193e-12,-2.19085e-13,-2.73418e-12,-2.52386e-12
3,RRT,6,1.13401,-0.114209,-0.755722,0.208264,0.531583,0.212847,-0.656956,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.24e-12,1.67018e-12,5.10877e-13,-1.27719e-12,-2.21053e-13,-2.75088e-12,-2.55439e-12
3,RRT,6.1,1.14884,-0.103247,-0.752393,0.199855,0.530124,0.194775,-0.673512,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.23563e-12,1.65436e-12,5.03016e-13,-1.25195e-12,-2.17974e-13,-2.72747e-12,-2.5039e-12
3,RRT,6.2,1.16368,-0.0922852,-0.749063,0.191446,0.528664,0.176703,-0.690069,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.50116e-12,1.89604e-12,5.84949e-13,-1.45229e-12,-2.52133e-13,-3.14662e-12,-2.82389e-12
3,RRT,6.3,1.17851,-0.0813233,-0.745734,0.183037,0.527204,0.15863,-0.706625,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.46969e-12,1.87911e-12,5.63733e-13,-1.39591e-12,-2.48311e-13,-3.00658e-12,-2.79182e-12
3,RRT,6.4,1.19335,-0.0703615,-0.742404,0.174627,0.525744,0.140558,-0.723181,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.56756e-12,1.92567e-12,5.61654e-13,-1.44425e-12,-2.50739e-13,-3.04898e-12,-2.72804e-12
3,RRT,6.5,1.20818,-0.0593997,-0.739075,0.166218,0.524285,0.122486,-0.739738,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.53947e-12,2.06332e-12,6.34869e-13,-1.58717e-12,-2.77755e-13,-3.17434e-12,-2.85691e-12
3,RRT,6.6,1.22302,-0.0484379,-0.735745,0.157809,0.522825,0.104413,-0.756294,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,0,0,0,0,0,0,0
3,RRT,6.7,1.23785,-0.0374761,-0.732416,0.1494,0.521365,0.086341,-0.77285,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.79076e-12,2.0644e-12,6.30789e-13,-1.58653e-12,-2.74776e-13,-3.44067e-12,-3.0966e-12
3,RRT,6.8,1.25269,-0.0265142,-0.729087,0.140991,0.519906,0.0682687,-0.789407,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.81673e-12,2.08005e-12,6.28348e-13,-1.5817e-12,-2.76257e-13,-3.46675e-12,-3.12007e-12
3,RRT,6.9,1.26752,-0.0155524,-0.725757,0.132582,0.518446,0.0501963,-0.805963,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.85071e-12,2.10052e-12,6.37658e-13,-1.6004e-12,-2.78194e-13,-3.45085e-12,-3.15078e-12
3,RRT,7,1.28236,-0.00459061,-0.722428,0.124172,0.516986,0.032124,-0.822519,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.77881e-12,2.06933e-12,6.35579e-13,-1.56678e-12,-2.73447e-13,-3.42917e-12,-3.07443e-12
3,RRT,7.1,1.29719,0.00637121,-0.719098,0.115763,0.515526,0.0140516,-0.839076,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.81947e-12,2.09653e-12,6.32574e-13,-1.59047e-12,-2.75621e-13,-3.47012e-12,-3.10865e-12
3,RRT,7.2,1.31203,0.017333,-0.715769,0.107354,0.514067,-0.0040207,-0.855632,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.33067e-12,1.81274e-12,5.82667e-13,-1.4243e-12,-2.26593e-13,-2.8486e-12,-2.8486e-12
3,RRT,7.3,1.32686,0.0282949,-0.712439,0.098945,0.512607,-0.022093,-0.872188,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.56338e-12,1.92253e-12,6.40844e-13,-1.28169e-12,-2.40317e-13,-2.56338e-12,-2.56338e-12
3,RRT,7.4,1.3417,0.0392567,-0.70911,0.0905358,0.511147,-0.0401654,-0.888744,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.48826e-12,1.85139e-12,5.62821e-13,-1.42186e-12,-2.46234e-13,-3.02146e-12,-2.78448e-12
3,RRT,7.5,1.35653,0.0502185,-0.70578,0.0821266,0.509688,-0.0582377,-0.905301,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.51001e-12,1.85806e-12,5.62307e-13,-1.41799e-12,-2.46519e-13,-3.03157e-12,-2.80339e-12
3,RRT,7.6,1.37137,0.0611803,-0.702451,0.0737175,0.508228,-0.0763101,-0.921857,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,2.50038e-12,1.86622e-12,5.70738e-13,-1.43138e-12,-2.46867e-13,-3.04394e-12,-2.82651e-12
3,RRT,7.7,1.3862,0.0721421,-0.699121,0.0653083,0.506768,-0.0943824,-0.938413,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,3.1773e-12,2.32624e-12,7.0922e-13,-1.78723e-12,-3.08511e-13,-3.85815e-12,-3.51773e-12
3,RRT,7.8,1.40104,0.083104,-0.695792,0.0568992,0.505308,-0.112455,-0.95497,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,3.23165e-12,2.37217e-12,7.21963e-13,-1.78772e-12,-3.1371e-13,-3.91923e-12,-3.50668e-12
3,RRT,7.9,1.41587,0.0940658,-0.692463,0.04849,0.503849,-0.130527,-0.971526,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,3.14072e-12,2.35554e-12,6.97937e-13,-1.78846e-12,-3.108e-13,-3.83866e-12,-3.48969e-12
3,RRT,8,1.43071,0.105028,-0.689133,0.0400808,0.502389,-0.148599,-0.988082,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.59992e-10,-1.92101e-10,-5.83462e-11,1.47357e-10,2.55861e-11,3.16668e-10,2.9018e-10
3,RRT,8.1,1.44554,0.115989,-0.685804,0.0316717,0.500929,-0.166672,-1.00464,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60016e-10,-1.92087e-10,-5.83526e-11,1.47462e-10,2.55912e-11,3.16811e-10,2.90206e-10
3,RRT,8.2,1.46038,0.126951,-0.682474,0.0232625,0.49947,-0.184744,-1.0212,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60796e-10,-1.92698e-10,-5.85327e-11,1.47825e-10,2.56623e-11,3.17728e-10,2.91062e-10
3,RRT,8.3,1.47521,0.137913,-0.679145,0.0148534,0.49801,-0.202816,-1.03775,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60818e-10,-1.92708e-10,-5.85365e-11,1.47825e-10,2.56627e-11,3.17729e-10,2.91057e-10
3,RRT,8.4,1.49005,0.148875,-0.675815,0.00644421,0.49655,-0.220889,-1.05431,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60804e-10,-1.92719e-10,-5.85413e-11,1.47825e-10,2.56632e-11,3.1773e-10,2.91051e-10
3,RRT,8.5,1.50488,0.159837,-0.672486,-0.00196495,0.49509,-0.238961,-1.07086,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60833e-10,-1.92712e-10,-5.85361e-11,1.47847e-10,2.56639e-11,3.17732e-10,2.91088e-10
3,RRT,8.6,1.51972,0.170799,-0.669156,-0.0103741,0.493631,-0.257033,-1.08742,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60818e-10,-1.92728e-10,-5.85423e-11,1.47851e-10,2.56647e-11,3.17786e-10,2.91085e-10
3,RRT,8.7,1.53455,0.18176,-0.665827,-0.0187833,0.492171,-0.275106,-1.10398,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6022e-10,-1.92305e-10,-5.8401e-11,1.47487e-10,2.56054e-11,3.16971e-10,2.90465e-10
3,RRT,8.8,1.54939,0.192722,-0.662497,-0.0271924,0.490711,-0.293178,-1.12053,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60191e-10,-1.92315e-10,-5.83932e-11,1.4748e-10,2.56094e-11,3.1692e-10,2.90469e-10
3,RRT,8.9,1.56422,0.203684,-0.659168,-0.0356016,0.489252,-0.31125,-1.13709,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60441e-10,-1.92344e-10,-5.83689e-11,1.47458e-10,2.56217e-11,3.17103e-10,2.9082e-10
3,RRT,9,1.57906,0.214646,-0.655839,-0.0440108,0.487792,-0.329323,-1.15365,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60277e-10,-1.92311e-10,-5.84063e-11,1.4753e-10,2.56089e-11,3.17061e-10,2.90465e-10
3,RRT,9.1,1.59389,0.225608,-0.652509,-0.0524199,0.486332,-0.347395,-1.1702,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60246e-10,-1.92298e-10,-5.84054e-11,1.47518e-10,2.5608e-11,3.1703e-10,2.90466e-10
3,RRT,9.2,1.60873,0.236569,-0.64918,-0.0608291,0.484872,-0.365467,-1.18676,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60372e-10,-1.9238e-10,-5.84317e-11,1.476e-10,2.56199e-11,3.17163e-10,2.90561e-10
3,RRT,9.3,1.62356,0.247531,-0.64585,-0.0692382,0.483413,-0.38354,-1.20331,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60336e-10,-1.9237e-10,-5.8434e-11,1.4759e-10,2.5617e-11,3.17177e-10,2.90527e-10
3,RRT,9.4,1.6384,0.258493,-0.642521,-0.0776474,0.481953,-0.401612,-1.21987,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60347e-10,-1.92355e-10,-5.84223e-11,1.47576e-10,2.56169e-11,3.17137e-10,2.90479e-10
3,RRT,9.5,1.65323,0.269455,-0.639191,-0.0860566,0.480493,-0.419685,-1.23643,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60363e-10,-1.92407e-10,-5.84237e-11,1.47593e-10,2.56212e-11,3.17152e-10,2.90557e-10
3,RRT,9.6,1.66807,0.280417,-0.635862,-0.0944657,0.479034,-0.437757,-1.25298,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60647e-10,-1.9267e-10,-5.84327e-11,1.47764e-10,2.56459e-11,3.17501e-10,2.90859e-10
3,RRT,9.7,1.6829,0.291379,-0.632532,-0.102875,0.477574,-0.455829,-1.26954,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60897e-10,-1.92099e-10,-5.80765e-11,1.47425e-10,2.5576e-11,3.16293e-10,2.89489e-10
3,RRT,9.8,1.69774,0.30234,-0.629203,-0.111284,0.476114,-0.473902,-1.2861,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6075e-10,-1.92678e-10,-5.85159e-11,1.47818e-10,2.56576e-11,3.17671e-10,2.90984e-10
3,RRT,9.9,1.71257,0.313302,-0.625874,-0.119693,0.474654,-0.491974,-1.30265,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60765e-10,-1.92684e-10,-5.85178e-11,1.47817e-10,2.56574e-11,3.17666e-10,2.91005e-10
3,RRT,10,1.72741,0.324264,-0.622544,-0.128102,0.473195,-0.510046,-1.31921,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60747e-10,-1.92674e-10,-5.85201e-11,1.47816e-10,2.56573e-11,3.1766e-10,2.90993e-10
3,RRT,10.1,1.74224,0.335226,-0.619215,-0.136512,0.471735,-0.528119,-1.33577,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60222e-10,-1.92279e-10,-5.84048e-11,1.4752e-10,2.56042e-11,3.16989e-10,2.90444e-10
3,RRT,10.2,1.75708,0.346188,-0.615885,-0.144921,0.470275,-0.546191,-1.35232,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6028e-10,-1.92312e-10,-5.84023e-11,1.47524e-10,2.56056e-11,3.16971e-10,2.90441e-10
3,RRT,10.3,1.77191,0.357149,-0.612556,-0.15333,0.468815,-0.564263,-1.36888,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6028e-10,-1.92319e-10,-5.83985e-11,1.47531e-10,2.56077e-11,3.17033e-10,2.90525e-10
3,RRT,10.4,1.78675,0.368111,-0.609226,-0.161739,0.467356,-0.582336,-1.38543,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60281e-10,-1.92331e-10,-5.83917e-11,1.47603e-10,2.56115e-11,3.17019e-10,2.90549e-10
3,RRT,10.5,1.80158,0.379073,-0.605897,-0.170148,0.465896,-0.600408,-1.40199,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60284e-10,-1.9226e-10,-5.83768e-11,1.47566e-10,2.55952e-11,3.16987e-10,2.90408e-10
3,RRT,10.6,1.81642,0.390035,-0.602567,-0.178557,0.464436,-0.61848,-1.41855,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60493e-10,-1.9249e-10,-5.84657e-11,1.47668e-10,2.56334e-11,3.17346e-10,2.90748e-10
3,RRT,10.7,1.83125,0.400997,-0.599238,-0.186966,0.462977,-0.636553,-1.4351,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60516e-10,-1.92494e-10,-5.84711e-11,1.47669e-10,2.56351e-11,3.17341e-10,2.90744e-10
3,RRT,10.8,1.84609,0.411959,-0.595908,-0.195376,0.461517,-0.654625,-1.45166,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60506e-10,-1.925e-10,-5.84679e-11,1.47669e-10,2.56347e-11,3.17374e-10,2.9074e-10
3,RRT,10.9,1.86092,0.42292,-0.592579,-0.203785,0.460057,-0.672697,-1.46822,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60493e-10,-1.92462e-10,-5.84637e-11,1.47647e-10,2.56313e-11,3.17326e-10,2.90734e-10
3,RRT,11,1.87576,0.433882,-0.58925,-0.212194,0.458597,-0.69077,-1.48477,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60475e-10,-1.92464e-10,-5.84582e-11,1.47645e-10,2.56302e-11,3.17314e-10,2.90725e-10
3,RRT,11.1,1.89059,0.444844,-0.58592,-0.220603,0.457138,-0.708842,-1.50133,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60153e-10,-1.92184e-10,-5.8388e-11,1.47435e-10,2.5594e-11,3.1685e-10,2.90362e-10
3,RRT,11.2,1.90543,0.455806,-0.582591,-0.229012,0.455678,-0.726914,-1.51788,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60087e-10,-1.92216e-10,-5.83729e-11,1.474e-10,2.55921e-11,3.16906e-10,2.9031e-10
3,RRT,11.3,1.92026,0.466768,-0.579261,-0.237421,0.454218,-0.744987,-1.53444,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60241e-10,-1.92135e-10,-5.84157e-11,1.47285e-10,2.55857e-11,3.16718e-10,2.90141e-10
3,RRT,11.4,1.9351,0.477729,-0.575932,-0.245831,0.452759,-0.763059,-1.551,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6012e-10,-1.92197e-10,-5.83821e-11,1.47433e-10,2.55938e-11,3.16891e-10,2.90299e-10
3,RRT,11.5,1.94993,0.488691,-0.572602,-0.25424,0.451299,-0.781131,-1.56755,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60106e-10,-1.92204e-10,-5.83789e-11,1.47442e-10,2.55935e-11,3.16874e-10,2.90284e-10
3,RRT,11.6,1.96477,0.499653,-0.569273,-0.262649,0.449839,-0.799204,-1.58411,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60833e-10,-1.92753e-10,-5.85373e-11,1.47867e-10,2.5668e-11,3.1778e-10,2.9114e-10
3,RRT,11.7,1.9796,0.510615,-0.565943,-0.271058,0.448379,-0.817276,-1.60067,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6087e-10,-1.92776e-10,-5.85436e-11,1.47874e-10,2.56695e-11,3.17841e-10,2.91145e-10
3,RRT,11.8,1.99444,0.521577,-0.562614,-0.279467,0.44692,-0.835348,-1.61722,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60799e-10,-1.92746e-10,-5.8537e-11,1.47853e-10,2.5664e-11,3.17803e-10,2.91091e-10
3,RRT,11.9,2.00927,0.532539,-0.559285,-0.287876,0.44546,-0.853421,-1.63378,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60844e-10,-1.92739e-10,-5.85461e-11,1.47859e-10,2.56653e-11,3.17822e-10,2.91088e-10
3,RRT,12,2.02411,0.5435,-0.555955,-0.296286,0.444,-0.871493,-1.65034,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60819e-10,-1.92777e-10,-5.85364e-11,1.47869e-10,2.56673e-11,3.17852e-10,2.91179e-10
3,RRT,12.1,2.03894,0.554462,-0.552626,-0.304695,0.442541,-0.889565,-1.66689,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.59592e-10,-1.91744e-10,-5.82608e-11,1.47496e-10,2.56274e-11,3.15641e-10,2.89091e-10
3,RRT,12.2,2.05378,0.565424,-0.549296,-0.313104,0.441081,-0.907638,-1.68345,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60375e-10,-1.92378e-10,-5.84382e-11,1.47596e-10,2.56192e-11,3.17193e-10,2.9057e-10
3,RRT,12.3,2.06861,0.576386,-0.545967,-0.321513,0.439621,-0.92571,-1.7,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60352e-10,-1.9237e-10,-5.84321e-11,1.47589e-10,2.56193e-11,3.17172e-10,2.90581e-10
3,RRT,12.4,2.08345,0.587348,-0.542637,-0.329922,0.438161,-0.943782,-1.71656,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60361e-10,-1.92361e-10,-5.84339e-11,1.47581e-10,2.56172e-11,3.17147e-10,2.90558e-10
3,RRT,12.5,2.09828,0.59831,-0.539308,-0.338331,0.436702,-0.961855,-1.73312,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60372e-10,-1.92392e-10,-5.84362e-11,1.47591e-10,2.56197e-11,3.17198e-10,2.90571e-10
3,RRT,12.6,2.11312,0.609271,-0.535978,-0.346741,0.435242,-0.979927,-1.74967,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60806e-10,-1.92697e-10,-5.85359e-11,1.47847e-10,2.56604e-11,3.17675e-10,2.91013e-10
3,RRT,12.7,2.12795,0.620233,-0.532649,-0.35515,0.433782,-0.997999,-1.76623,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60772e-10,-1.92676e-10,-5.8524e-11,1.47853e-10,2.5661e-11,3.17663e-10,2.90987e-10
3,RRT,12.8,2.14279,0.631195,-0.529319,-0.363559,0.432323,-1.01607,-1.78279,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60838e-10,-1.927e-10,-5.85343e-11,1.47863e-10,2.56619e-11,3.17641e-10,2.9094e-10
3,RRT,12.9,2.15762,0.642157,-0.52599,-0.371968,0.430863,-1.03414,-1.79934,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60782e-10,-1.92757e-10,-5.85577e-11,1.47887e-10,2.56512e-11,3.17591e-10,2.90833e-10
3,RRT,13,2.17246,0.653119,-0.522661,-0.380377,0.429403,-1.05222,-1.8159,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.61096e-10,-1.92727e-10,-5.85215e-11,1.47992e-10,2.56383e-11,3.17929e-10,2.9092e-10
3,RRT,13.1,2.18729,0.66408,-0.519331,-0.388786,0.427943,-1.07029,-1.83245,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60139e-10,-1.92224e-10,-5.83868e-11,1.47456e-10,2.5598e-11,3.16911e-10,2.90355e-10
3,RRT,13.2,2.20213,0.675042,-0.516002,-0.397195,0.426484,-1.08836,-1.84901,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60162e-10,-1.92237e-10,-5.83831e-11,1.47451e-10,2.55981e-11,3.16931e-10,2.90342e-10
3,RRT,13.3,2.21696,0.686004,-0.512672,-0.405605,0.425024,-1.10643,-1.86557,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60145e-10,-1.92229e-10,-5.83784e-11,1.47443e-10,2.55981e-11,3.16911e-10,2.90325e-10
3,RRT,13.4,2.2318,0.696966,-0.509343,-0.414014,0.423564,-1.12451,-1.88212,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60124e-10,-1.9222e-10,-5.83855e-11,1.47434e-10,2.55982e-11,3.16885e-10,2.90357e-10
3,RRT,13.5,2.24663,0.707928,-0.506013,-0.422423,0.422104,-1.14258,-1.89868,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60158e-10,-1.92206e-10,-5.83794e-11,1.47453e-10,2.55983e-11,3.16912e-10,2.90337e-10
3,RRT,13.6,2.26147,0.71889,-0.502684,-0.430832,0.420645,-1.16065,-1.91524,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60335e-10,-1.92379e-10,-5.84407e-11,1.47583e-10,2.56295e-11,3.1725e-10,2.90677e-10
3,RRT,13.7,2.2763,0.729851,-0.499354,-0.439241,0.419185,-1.17872,-1.93179,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60407e-10,-1.92291e-10,-5.84709e-11,1.47684e-10,2.56187e-11,3.17069e-10,2.90546e-10
3,RRT,13.8,2.29114,0.740813,-0.496025,-0.44765,0.417725,-1.1968,-1.94835,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60357e-10,-1.92364e-10,-5.84281e-11,1.47575e-10,2.56173e-11,3.17171e-10,2.90554e-10
3,RRT,13.9,2.30597,0.751775,-0.492695,-0.45606,0.416266,-1.21487,-1.96491,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.60365e-10,-1.92386e-10,-5.84369e-11,1.47582e-10,2.56192e-11,3.1718e-10,2.90563e-10
3,RRT,14,2.32081,0.762737,-0.489366,-0.464469,0.414806,-1.23294,-1.98146,0.14835,0.109618,0.0332945,-0.0840916,-0.0145972,-0.180723,-0.165563,-2.6034e-10,-1.9238e-10,-5.84305e-11,1.47574e-10,2.56193e-11,3.17158e-10,2.90574e-10
