PairID,Algorithm,PlanningTime_ms,ExecutionTime_ms,Smoothness,PathLength
164,RRT,94,23297,0.00722827,5.79992
164,RRT*,5049,24803,0.00417801,3.68479
165,RRT,106,19994,0.00507229,6.86887
165,RRT*,5025,18904,0.0338563,1.54041
166,RRT,93,29855,0.00429872,7.40052
166,RRT*,5045,22513,0.00764867,2.53738
167,RRT,78,23613,0.0110998,4.96198
167,RRT*,5028,11039,0.0112649,1.24886
168,RRT,85,14479,0.00577576,4.21306
168,RRT*,5045,30771,0.00576737,4.12447
169,RRT,71,23526,0.00278466,4.9699
169,RRT*,5076,24635,0.00976617,4.52328
170,RRT,83,22999,0.00375185,4.87771
170,RRT*,5063,21813,0.00931566,4.6921
171,RRT,71,17242,0.00290807,3.28607
171,RRT*,5058,25499,0.00456624,4.51212
172,RRT,99,17470,0.00293655,6.36955
172,RRT*,5031,9587,0.00894902,2.78724
173,RRT,115,14387,0.00414907,8.08914
173,RRT*,5048,18390,0.0036273,4.80963
174,RRT,94,22466,0.00409816,8.24553
174,RRT*,5035,7886,0.00757815,3.44182
175,RRT,74,14173,0.0100191,4.50904
175,RRT*,5068,23823,0.00655703,5.63508
176,RRT,89,21586,0.00630344,4.78463
176,RRT*,5040,25861,0.00534886,2.95875
177,RRT,132,22787,0.00367512,7.06769
177,RRT*,5034,10095,0.0115888,1.80867
178,RRT,80,23986,0.00493222,6.45462
178,RRT*,5047,22311,0.00681424,5.3559
179,RRT,79,13064,0.00929688,5.31081
179,RRT*,5031,11488,0.0169558,1.34374
180,RRT,82,21640,0.00670598,5.83885
180,RRT*,5032,25510,0.00947059,1.58424
181,RRT,94,25432,0.00507476,6.59414
181,RRT*,5032,9939,0.0138643,1.72183
182,RRT,71,24341,0.00448363,5.95814
182,RRT*,5040,24552,0.00511694,3.90558
183,RRT,81,25422,0.00463568,5.18686
183,RRT*,5054,24974,0.0107089,4.61106
184,RRT,98,22442,0.00413739,7.55667
184,RRT*,5044,21048,0.00474383,3.75218
185,RRT,66,15288,0.00773712,4.20439
185,RRT*,5042,19105,0.010242,3.60315
186,RRT,80,13867,0.00261867,8.00031
186,RRT*,5055,22357,0.00209125,3.90078
187,RRT,99,14721,0.00613334,4.69425
187,RRT*,5052,21196,0.00743883,3.99945
188,RRT,88,20743,0.00474492,3.91066
188,RRT*,5061,33072,0.00506497,4.33152
189,RRT,67,33585,0.00778547,5.66235
189,RRT*,5045,22013,0.00620242,4.57568
190,RRT,112,22878,0.00421265,8.64068
190,RRT*,5028,7336,0.0307507,0.604593
191,RRT,74,35033,0.00447029,5.08626
191,RRT*,5051,23717,0.00520309,4.07978
192,RRT,96,21503,0.00507672,7.41325
192,RRT*,5036,21546,0.0115884,2.24587
193,RRT,112,26308,0.00305007,6.80299
193,RRT*,5059,26858,0.0038707,3.68045
194,RRT,87,31818,0.00551315,6.6766
194,RRT*,5041,28417,0.00676745,5.37768
195,RRT,129,26856,0.00300358,8.47137
195,RRT*,5029,12994,0.0211529,1.06473
196,RRT,59,24333,0.00619084,5.66863
196,RRT*,5035,23967,0.00626448,4.21174
197,RRT,116,16756,0.00471117,7.75913
197,RRT*,5047,20250,0.004004,3.35199
198,RRT,87,18787,0.00402863,5.86339
198,RRT*,5074,21860,0.00400008,4.40764
199,RRT,113,25727,0.00300609,6.3405
199,RRT*,5058,8582,0.00319997,5.54986
200,RRT,128,24131,0.00775881,8.3651
200,RRT*,5056,16719,0.00412035,4.1889
201,RRT,71,25169,0.00969355,4.17074
201,RRT*,5034,15008,0.0117199,3.30975
202,RRT,109,20061,0.00327845,5.10586
202,RRT*,5042,15142,0.0244275,1.31525
203,RRT,95,19987,0.00565674,6.02551
203,RRT*,5072,30098,0.00449357,4.42529
204,RRT,70,18084,0.00404391,6.58397
204,RRT*,5042,20782,0.00902551,4.33065
205,RRT,54,13466,0.00789945,2.84294
205,RRT*,5031,17345,0.0105452,1.93229
206,RRT,74,15578,0.00354359,5.13211
206,RRT*,5052,19905,0.00643454,4.6299
207,RRT,101,20945,0.00263935,4.97211
207,RRT*,5062,27188,0.00214574,4.54797
208,RRT,125,20057,0.00554368,5.3692
208,RRT*,5031,16950,0.00978271,2.33779
209,RRT,103,16693,0.0080605,5.58197
209,RRT*,5040,20961,0.00934762,2.24052
210,RRT,101,19849,0.00231077,6.72723
210,RRT*,5050,24862,0.0049805,4.87407
211,RRT,114,19760,0.00352649,8.77417
211,RRT*,5054,13646,0.00284255,5.95693
212,RRT,86,21571,0.00460644,6.41241
212,RRT*,5064,15447,0.00700795,3.09766
213,RRT,77,21350,0.00398435,5.05946
213,RRT*,5045,18654,0.00749109,3.88216
214,RRT,106,36185,0.00277816,6.77246
214,RRT*,5044,11790,0.00647596,2.85118
215,RRT,82,19637,0.00598391,5.10661
215,RRT*,5097,24774,0.00794158,6.36963
216,RRT,71,17033,0.00551269,5.1025
216,RRT*,5050,19263,0.00868114,4.59692
217,RRT,74,12463,0.00399292,4.35351
217,RRT*,5035,18003,0.0106283,2.07183
218,RRT,97,14939,0.00855261,4.7991
218,RRT*,5090,23624,0.00213561,5.94253
219,RRT,92,18142,0.00467336,6.4218
219,RRT*,5047,14002,0.00852142,4.22983
220,RRT,115,11681,0.00310439,6.89956
220,RRT*,5061,21224,0.00684981,5.2342
221,RRT,116,17272,0.00606521,6.47526
221,RRT*,5044,21128,0.00507682,2.97481
222,RRT,99,22767,0.00461834,5.64079
222,RRT*,5068,19109,0.00582829,5.18356
223,RRT,104,17551,0.00473562,4.7939
223,RRT*,5061,21765,0.00360181,4.18422
224,RRT,81,23211,0.00447668,8.62214
224,RRT*,5080,28265,0.003909,4.18391
225,RRT,107,24085,0.00397918,5.56827
225,RRT*,5060,30485,0.00491089,4.15358
226,RRT,84,10790,0.00384326,6.62886
226,RRT*,5039,9200,0.00662752,2.68607
227,RRT,120,21066,0.00773858,6.89608
227,RRT*,5055,31924,0.005143,4.52248
228,RRT,89,24467,0.0134412,8.10223
228,RRT*,5080,17814,0.00190662,5.06471
229,RRT,73,16173,0.00517216,2.44315
229,RRT*,5033,20664,0.00972174,2.44511
230,RRT,73,20164,0.0020763,4.39305
230,RRT*,5067,21301,0.00455805,4.95541
231,RRT,60,13932,0.0073303,3.99513
231,RRT*,5047,18198,0.00523705,3.29628
232,RRT,67,10171,0.00373371,4.12811
232,RRT*,5067,27624,0.00565331,3.70206
233,RRT,82,24738,0.00536763,4.67426
233,RRT*,5045,28918,0.0081141,3.58522
234,RRT,102,16935,0.00250913,8.29584
234,RRT*,5069,19359,0.00300256,5.14616
235,RRT,87,27113,0.00279995,5.27121
235,RRT*,5061,20586,0.00677566,4.25442
236,RRT,97,23250,0.00318447,5.62302
236,RRT*,5039,15244,0.0100455,2.29592
237,RRT,81,16991,0.00350304,5.69092
237,RRT*,5036,27670,0.00660806,3.53064
238,RRT,99,15476,0.00195668,7.52043
238,RRT*,5061,24180,0.00334197,5.29237
239,RRT,84,19730,0.00567002,5.45945
239,RRT*,5041,19403,0.00850194,2.77672
240,RRT,87,18093,0.00449019,4.30211
240,RRT*,5041,22868,0.0068885,4.67757
241,RRT,67,22140,0.00960988,4.34922
241,RRT*,5023,10947,0.0166519,1.60797
242,RRT,74,20027,0.00245964,5.3054
242,RRT*,5039,17559,0.00856634,2.77851
243,RRT,111,20156,0.00401353,6.31036
243,RRT*,5057,21303,0.00491548,5.03783
244,RRT,68,20641,0.0046532,6.35048
244,RRT*,5029,9129,0.0200731,0.608286
245,RRT,74,16893,0.00613678,4.6225
245,RRT*,5061,29784,0.00225683,4.69322
246,RRT,52,17274,0.00731901,3.99127
246,RRT*,5043,20965,0.00442111,4.80467
247,RRT,86,16030,0.00500988,6.91349
247,RRT*,5036,8888,0.00868513,2.49245
248,RRT,176,18090,0.00468072,6.32078
248,RRT*,5050,25672,0.00741501,4.04369
249,RRT,81,13092,0.00909239,4.46026
249,RRT*,5055,21409,0.00728718,4.34203
250,RRT,44,16900,0.0187832,1.2696
250,RRT*,5035,11138,0.0134974,1.71271
251,RRT,93,19991,0.00312025,5.49862
251,RRT*,5039,23565,0.00727509,4.45373
252,RRT,68,34791,0.0032266,6.31569
252,RRT*,5055,17854,0.0120358,4.14163
253,RRT,93,22064,0.00452434,7.48842
253,RRT*,5035,25314,0.00930354,3.22363
254,RRT,68,13658,0.00367569,4.67675
254,RRT*,5071,30339,0.002192,5.26124
255,RRT,130,23568,0.00303785,6.04058
255,RRT*,5029,13543,0.0103069,1.83835
256,RRT,39,23024,0.0139765,1.31161
256,RRT*,5037,14097,0.00937839,2.02013
257,RRT,78,19390,0.00298705,5.99932
257,RRT*,5073,20514,0.0022962,5.36687
258,RRT,65,17444,0.00728403,5.11898
258,RRT*,5054,26565,0.00462398,4.04688
259,RRT,97,20542,0.00445099,6.50069
259,RRT*,5036,20699,0.00341831,3.18543
260,RRT,68,13637,0.0090864,2.33104
260,RRT*,5051,11188,0.011239,4.81431
261,RRT,77,16173,0.0039852,7.78394
261,RRT*,5078,29715,0.00897521,5.90058
262,RRT,88,24139,0.00226044,5.21484
262,RRT*,5039,13043,0.0190164,1.19909
263,RRT,47,21536,0.00783072,2.21807
263,RRT*,5060,23416,0.00764477,5.63243
264,RRT,82,27947,0.0183539,5.34183
264,RRT*,5027,12486,0.0140362,1.94051
265,RRT,109,26522,0.00348526,7.10826
265,RRT*,5061,24008,0.013917,3.35513
266,RRT,69,26761,0.00660617,6.3343
266,RRT*,5071,12351,0.00326039,4.67952
267,RRT,97,30335,0.00359626,5.00605
267,RRT*,5044,19618,0.0106424,2.99438
268,RRT,108,11070,0.00271441,6.48626
268,RRT*,5029,9590,0.0182053,1.31885
269,RRT,92,19348,0.00548146,4.66877
269,RRT*,5040,19818,0.00447941,3.6313
270,RRT,66,20995,0.00950986,2.22665
270,RRT*,5028,9290,0.0137025,1.4547
271,RRT,73,21490,0.00345081,6.68292
271,RRT*,5069,25773,0.00471333,4.40292
272,RRT,83,18846,0.00459291,6.23369
272,RRT*,5032,16308,0.0108174,2.04389
273,RRT,110,16683,0.00222168,6.74572
273,RRT*,5057,17624,0.0041517,5.67793
274,RRT,87,22243,0.0027687,3.36788
274,RRT*,5057,23407,0.00239203,3.54259
275,RRT,82,21686,0.00855228,1.70742
275,RRT*,5023,10198,0.00983012,1.74562
276,RRT,53,8290,0.00833901,3.56688
276,RRT*,5033,23824,0.0195814,1.77847
277,RRT,88,17649,0.00585263,7.87949
277,RRT*,5045,22708,0.00466249,4.42419
278,RRT,84,15808,0.00710723,4.58215
278,RRT*,5038,18758,0.0107271,2.34112
279,RRT,87,16826,0.00280971,5.79831
279,RRT*,5071,24267,0.00318362,5.03955
280,RRT,134,25929,0.00487031,6.49567
280,RRT*,5087,17303,0.00273992,4.93687
281,RRT,57,15339,0.00672305,5.47296
281,RRT*,5047,21714,0.00505245,3.82577
282,RRT,67,20618,0.00618126,5.9846
282,RRT*,5063,29177,0.00472868,5.22389
283,RRT,105,41102,0.00422241,5.91029
283,RRT*,5041,25874,0.00592877,3.89398
284,RRT,89,16972,0.00350365,6.35764
284,RRT*,5043,16010,0.0100065,4.77539
285,RRT,66,18554,0.0288101,3.60347
285,RRT*,5061,18449,0.00705971,6.07444
286,RRT,107,6766,0.00613499,7.64528
286,RRT*,5046,20946,0.012443,4.22617
287,RRT,70,17927,0.00530659,4.54512
287,RRT*,5020,22549,0.023706,1.1463
288,RRT,65,23615,0.00435294,4.45617
288,RRT*,5025,16204,0.0158882,1.2563
289,RRT,62,15680,0.00947528,4.4886
289,RRT*,5053,21857,0.00938802,4.58998
290,RRT,104,15890,0.00463078,5.00198
290,RRT*,5055,10140,0.00422871,3.55422
291,RRT,68,17537,0.00481275,3.93348
291,RRT*,5043,25125,0.00479812,4.10907
292,RRT,63,20976,0.00353994,5.55413
292,RRT*,5035,16545,0.00707823,1.83921
293,RRT,68,18789,0.0049471,4.64673
293,RRT*,5039,21853,0.00992759,4.11831
294,RRT,80,24418,0.00372248,5.55513
294,RRT*,5045,26212,0.00549327,4.14366
295,RRT,84,27481,0.00217968,6.07402
295,RRT*,5035,25121,0.00752241,2.72761
296,RRT,116,25956,0.00194752,8.15366
296,RRT*,5050,21154,0.0077593,3.28897
297,RRT,50,18848,0.00848639,4.17185
297,RRT*,5071,23215,0.00439375,4.72747
298,RRT,74,24225,0.00587767,5.94947
298,RRT*,5058,27112,0.00278463,4.4147
299,RRT,90,18353,0.00564797,7.15976
299,RRT*,5047,20704,0.00453997,4.67969
300,RRT,99,8780,0.0048859,5.63239
300,RRT*,5055,22066,0.0044317,5.51536
301,RRT,55,18787,0.00359006,4.35222
301,RRT*,5055,23055,0.0048453,4.35996
302,RRT,92,36686,0.00390413,4.06946
302,RRT*,5026,12652,0.0130793,2.08149
303,RRT,78,28546,0.00420396,7.0074
