PairID,Algorithm,PlanningTime_ms,ExecutionTime_ms,Smoothness,PathLength
149,RRT*,5020,9323,0.00706262,3.42631
150,RRT,53,22667,0.00687538,5.08002
150,RRT*,5015,10122,0.0161047,1.41797
151,RRT,45,28419,0.00509573,6.78762
151,RRT*,5028,22632,0.00306832,4.34931
152,RRT,27,17243,0.00577438,2.97711
152,RRT*,5036,40555,0.00214846,5.27293
153,RRT,39,20051,0.00694749,6.23822
153,RRT*,5029,41059,0.00253404,4.51384
154,RRT,73,20359,0.003809,10.4723
154,RRT*,5022,18829,0.00331325,3.49601
155,RRT,46,21403,0.00568382,5.35993
155,RRT*,5022,20179,0.00743465,3.91299
156,RRT,44,23524,0.00213113,5.46083
156,RRT*,5026,30694,0.00513119,4.21253
157,RRT,44,18393,0.00229452,8.03808
157,RRT*,5021,21741,0.00718063,4.32332
158,RRT,29,10426,0.00861744,2.71554
158,RRT*,5018,9972,0.00837451,1.79231
159,RRT,16,19642,0.0067724,3.62562
159,RRT*,5030,25584,0.00209996,4.3597
160,RRT,58,36473,0.00231838,7.0516
160,RRT*,5026,18580,0.002612,3.81809
161,RRT,58,22613,0.0059884,7.50889
161,RRT*,5025,19227,0.00467047,4.36739
162,RRT,75,21897,0.00476152,6.91644
162,RRT*,5037,19731,0.0044422,3.86997
163,RRT,48,7581,0.00314116,7.45394
163,RRT*,5014,39398,0.0455248,0.887535
164,RRT,39,17664,0.00224439,5.03319
164,RRT*,5024,23532,0.00562887,5.1548
165,RRT,54,35823,0.00309973,6.97097
165,RRT*,5012,25632,0.0317667,1.05985
166,RRT,35,17106,0.00397679,4.88521
166,RRT*,5016,22078,0.0172145,1.0544
167,RRT,51,21045,0.00290455,6.54027
167,RRT*,5029,25735,0.00224295,5.24955
168,RRT,28,9756,0.00964984,3.1529
168,RRT*,5031,37157,0.00287037,5.16925
169,RRT,46,21056,0.00974857,5.32097
169,RRT*,5025,20236,0.00524453,4.33091
170,RRT,48,16443,0.0040361,6.02794
170,RRT*,5034,21734,0.0128095,4.5694
171,RRT,64,19005,0.00266267,7.33889
171,RRT*,5019,12423,0.00699116,2.94275
172,RRT,34,21297,0.00585704,6.4671
172,RRT*,5027,9323,0.00435456,4.33095
173,RRT,38,9183,0.00305314,5.14093
173,RRT*,5014,12078,0.0132003,1.6825
174,RRT,31,17690,0.00643958,4.2541
174,RRT*,5024,24381,0.00809974,3.9743
175,RRT,28,12282,0.0098347,4.92397
175,RRT*,5026,24485,0.00230423,4.41425
176,RRT,48,22705,0.00670926,7.20488
176,RRT*,5029,20878,0.00543421,3.56595
177,RRT,43,22049,0.00780317,5.07393
177,RRT*,5039,27035,0.00455196,4.49452
178,RRT,49,20105,0.0137891,6.26454
178,RRT*,5028,19428,0.00456628,5.77458
179,RRT,36,40148,0.00503298,6.2743
179,RRT*,5021,19528,0.00853553,2.32815
180,RRT,36,20693,0.00228273,4.73645
180,RRT*,5027,24833,0.00611094,4.09666
181,RRT,40,24452,0.00891952,4.33955
181,RRT*,5025,37293,0.00514139,4.89625
182,RRT,48,21909,0.00507074,7.18998
182,RRT*,5026,15827,0.0078952,3.49681
183,RRT,42,21200,0.00460051,7.01884
183,RRT*,5023,28641,0.00421927,4.17287
184,RRT,43,33443,0.00307596,5.48271
184,RRT*,5025,27733,0.00215828,4.1759
185,RRT,40,22609,0.00228405,5.66633
185,RRT*,5015,8571,0.00798645,1.39961
186,RRT,50,19302,0.00357479,3.81735
186,RRT*,5028,19893,0.00410731,4.99946
187,RRT,50,19151,0.00355575,6.99793
187,RRT*,5023,23085,0.00704379,3.15208
188,RRT,44,15890,0.00564892,5.10207
188,RRT*,5026,17978,0.00587527,5.20067
189,RRT,47,32253,0.00299565,5.88527
189,RRT*,5034,19481,0.00820385,3.46624
190,RRT,75,34910,0.00281128,7.24969
190,RRT*,5018,26138,0.00937851,3.07723
191,RRT,36,18547,0.00427847,4.9197
191,RRT*,5025,21029,0.00443218,3.65043
192,RRT,46,20843,0.00528495,4.88359
192,RRT*,5025,25133,0.00496253,4.41591
193,RRT,46,14591,0.0025353,6.73375
193,RRT*,5035,28836,0.00416247,4.67112
194,RRT,45,4588,0.00387609,6.58027
194,RRT*,5020,17237,0.00545627,3.31671
195,RRT,46,21254,0.00419115,6.79421
195,RRT*,5032,19944,0.0045063,4.43429
196,RRT,29,24542,0.00360848,5.22688
196,RRT*,5018,10322,0.0174487,1.54293
197,RRT,12,22522,0.0113548,1.93079
197,RRT*,5016,12923,0.00992159,2.20461
198,RRT,43,24599,0.00759781,5.63198
198,RRT*,5033,20982,0.0058601,4.83621
199,RRT,48,22472,0.00548336,5.55778
199,RRT*,5025,20430,0.00573538,4.06849
200,RRT,39,26103,0.00227904,5.03607
200,RRT*,5028,23029,0.00323825,5.25158
201,RRT,40,23458,0.00249976,4.88289
201,RRT*,5023,19779,0.00412404,3.39851
202,RRT,30,23371,0.00532058,4.60634
202,RRT*,5022,11073,0.00535165,3.59663
203,RRT,60,40367,0.00261462,7.016
203,RRT*,5019,22829,0.00351348,3.84722
204,RRT,46,21699,0.00410293,4.42908
204,RRT*,5021,19980,0.00501336,4.24833
205,RRT,34,21686,0.00270182,4.59314
205,RRT*,5025,27633,0.00887641,4.20343
206,RRT,34,20440,0.00577703,5.87781
206,RRT*,5024,23588,0.00690487,4.14375
207,RRT,40,17592,0.00590802,4.51792
207,RRT*,5024,24384,0.00473606,4.43164
208,RRT,34,19041,0.00389506,4.6503
208,RRT*,5039,28837,0.0020477,6.13509
209,RRT,49,20948,0.00319123,4.88662
209,RRT*,5016,13773,0.0119147,1.77385
210,RRT,34,26412,0.00472666,4.97707
210,RRT*,5018,15575,0.00665478,3.43411
211,RRT,20,12448,0.00987279,3.50251
211,RRT*,5027,21481,0.0067909,3.70153
212,RRT,31,23643,0.006138,4.29792
212,RRT*,5020,23178,0.003424,3.61709
213,RRT,30,19445,0.00534114,3.65756
213,RRT*,5020,22332,0.00632924,3.34673
214,RRT,35,20138,0.00401151,6.32748
214,RRT*,5025,17077,0.012833,3.78353
215,RRT,42,21245,0.00477894,5.99753
215,RRT*,5034,23580,0.00390305,3.52725
216,RRT,35,22851,0.00552633,5.12704
216,RRT*,5023,19829,0.0031906,3.8711
217,RRT,19,15932,0.00862717,2.20288
217,RRT*,5019,11672,0.00518427,2.64925
218,RRT,39,23202,0.0033975,7.09583
218,RRT*,5023,20479,0.00350924,4.31855
219,RRT,43,8635,0.0040827,7.94873
219,RRT*,5028,18876,0.00455191,5.75895
220,RRT,31,18797,0.00566328,4.44214
220,RRT*,5025,21331,0.00490698,4.87492
221,RRT,48,17301,0.00284624,5.2699
221,RRT*,5015,10322,0.00975978,1.29626
222,RRT,21,19598,0.00516778,4.85362
222,RRT*,5032,21581,0.00723243,3.99435
223,RRT,32,28308,0.00962369,3.93205
223,RRT*,5038,30290,0.0023635,5.9938
224,RRT,34,26255,0.0047395,4.38873
224,RRT*,5018,23381,0.0182735,2.03871
225,RRT,28,21496,0.00370395,5.17088
225,RRT*,5029,22628,0.00222854,5.33927
226,RRT,37,8290,0.00354367,4.7678
226,RRT*,5024,22631,0.00690803,5.03334
227,RRT,46,14690,0.00213058,5.94131
227,RRT*,5018,18327,0.00537571,3.12752
228,RRT,41,13593,0.00368641,4.44758
228,RRT*,5013,20128,0.00986493,1.76549
229,RRT,45,17656,0.00232344,5.08686
229,RRT*,5023,24034,0.00446288,4.92742
230,RRT,43,22796,0.00803818,5.74933
230,RRT*,5016,11323,0.0146698,1.11425
231,RRT,37,10933,0.012892,6.40211
231,RRT*,5022,26084,0.00508066,5.03273
232,RRT,51,18735,0.00603152,7.45746
232,RRT*,5023,20983,0.0078373,3.58507
233,RRT,26,19891,0.00581609,4.69335
233,RRT*,5022,41594,0.0081225,4.57697
234,RRT,62,24801,0.00272984,8.05088
234,RRT*,5034,39642,0.00220393,5.47369
235,RRT,46,24162,0.00247023,5.68171
235,RRT*,5017,10623,0.00741015,2.78805
236,RRT,49,16807,0.00310588,7.15229
236,RRT*,5028,21482,0.00731049,4.86614
237,RRT,45,14950,0.00281998,6.94401
237,RRT*,5023,27833,0.0116903,3.15552
238,RRT,25,20552,0.0103464,3.01115
238,RRT*,5018,17334,0.00397562,3.14713
239,RRT,32,27607,0.00682153,3.91302
239,RRT*,5027,27534,0.00266754,4.71105
240,RRT,33,23962,0.00651406,4.15618
240,RRT*,5024,22433,0.00957717,3.96911
241,RRT,33,19099,0.00410548,6.28121
241,RRT*,5029,20778,0.00341524,4.54144
242,RRT,39,13391,0.00533799,4.15827
242,RRT*,5024,22533,0.00369145,3.7869
243,RRT,59,33160,0.00309582,7.50619
243,RRT*,5025,15426,0.00704776,4.79499
244,RRT,37,12282,0.0072381,2.22883
244,RRT*,5015,12940,0.00856098,2.18594
245,RRT,35,16939,0.00363677,5.0094
245,RRT*,5020,19531,0.0160707,1.73771
246,RRT,35,16544,0.00395164,4.52044
246,RRT*,5027,13574,0.00617433,2.99377
247,RRT,24,14100,0.00563033,2.72292
247,RRT*,5023,20428,0.0073072,3.49512
248,RRT,39,20448,0.00314469,5.59804
248,RRT*,5019,17529,0.0115363,4.22282
249,RRT,24,25109,0.00751693,1.98656
249,RRT*,5017,14423,0.00955496,2.63566
250,RRT,42,14963,0.00576953,5.24521
250,RRT*,5023,19778,0.00741565,3.77223
251,RRT,49,26760,0.00313066,7.77641
251,RRT*,5025,11322,0.00685575,5.6767
252,RRT,32,23412,0.0148287,1.70908
252,RRT*,5013,9472,0.0212453,0.966829
253,RRT,41,16776,0.0140704,7.17047
253,RRT*,5023,23633,0.00617883,4.78467
254,RRT,25,14239,0.00631369,2.7941
254,RRT*,5014,21880,0.0103061,2.05669
255,RRT,69,20918,0.00285832,4.4873
255,RRT*,5036,22233,0.00745392,4.12023
256,RRT,35,22399,0.00357581,5.85089
256,RRT*,5017,22385,0.00723727,3.27141
257,RRT,42,15634,0.0108377,7.196
257,RRT*,5026,31534,0.00419309,4.10483
258,RRT,33,21258,0.0208985,1.72187
258,RRT*,5015,11122,0.0123596,2.47442
259,RRT,20,20387,0.00919209,3.35411
259,RRT*,5018,14224,0.00614545,3.23126
260,RRT,42,21706,0.00425461,6.678
260,RRT*,5026,19829,0.00328175,4.94611
261,RRT,34,20600,0.00758513,2.68448
261,RRT*,5015,18276,0.0147688,0.763611
262,RRT,29,18046,0.00826707,2.00903
262,RRT*,5014,10571,0.0148203,1.13644
263,RRT,27,20546,0.00777696,3.24157
263,RRT*,5048,24434,0.00200617,5.73379
264,RRT,46,14997,0.00515952,6.34324
264,RRT*,5027,27984,0.00483718,4.92456
265,RRT,50,10603,0.00590642,7.20219
265,RRT*,5029,25638,0.00319262,4.90731
266,RRT,23,7801,0.00664728,3.68161
266,RRT*,5039,20178,0.00713021,3.27379
267,RRT,22,17341,0.00936481,4.32307
267,RRT*,5022,24530,0.00936313,4.15672
268,RRT,42,16488,0.00522248,4.6933
268,RRT*,5025,20530,0.00477106,4.50109
269,RRT,30,17138,0.00397097,3.77476
269,RRT*,5021,19630,0.00454984,3.74695
270,RRT,33,17904,0.0102956,4.16728
270,RRT*,5022,29833,0.00469507,4.29528
271,RRT,49,17041,0.00358666,8.8975
271,RRT*,5027,21728,0.00607673,4.5946
272,RRT,37,19701,0.00269678,5.12342
272,RRT*,5020,26799,0.00783172,2.79038
273,RRT,21,23094,0.0114543,4.20638
273,RRT*,5022,11573,0.00902343,1.70384
274,RRT,43,11994,0.00756054,4.52917
274,RRT*,5028,20488,0.00587085,3.73423
275,RRT,42,23701,0.00499168,6.64703
275,RRT*,5017,14023,0.0079944,2.04808
276,RRT,33,21957,0.00935585,4.31807
276,RRT*,5029,29701,0.00475371,5.97803
277,RRT,42,16498,0.00420766,4.76592
277,RRT*,5025,25782,0.00968385,4.32658
278,RRT,57,23046,0.00298774,7.17345
278,RRT*,5019,21878,0.00624494,3.21022
279,RRT,52,17946,0.00355648,7.66346
279,RRT*,5023,16790,0.00704532,4.58702
280,RRT,48,16556,0.00362417,4.24825
280,RRT*,5021,23633,0.00628888,4.2196
281,RRT,18,14930,0.00761441,4.14231
281,RRT*,5018,19478,0.00642618,3.36271
282,RRT,25,18649,0.00539454,5.71033
282,RRT*,5023,25282,0.00293925,4.21729
283,RRT,38,19589,0.00477139,5.03426
283,RRT*,5023,18429,0.0111651,4.49351
284,RRT,36,22802,0.00412688,4.24762
284,RRT*,5011,6770,0.0271154,0.565184
285,RRT,48,22558,0.00261306,6.12043
285,RRT*,5022,18180,0.00775472,4.09833
286,RRT,42,18946,0.00285549,5.68016
286,RRT*,5025,10073,0.00533926,4.30332
287,RRT,56,21311,0.00356382,6.1251
287,RRT*,5025,23929,0.00855304,4.24972
288,RRT,54,25120,0.00442487,8.36673
288,RRT*,5026,19882,0.0051023,4.09765
289,RRT,40,24957,0.00356088,4.48429
289,RRT*,5031,22883,0.00413688,4.0461
290,RRT,52,17042,0.00384132,6.30225
290,RRT*,5028,22830,0.00253993,3.7902
291,RRT,31,19408,0.00722493,3.93013
291,RRT*,5027,22930,0.00553354,3.40662
292,RRT,49,27056,0.00325983,7.87129
292,RRT*,5016,14425,0.00795623,2.27644
293,RRT,48,14290,0.00316333,5.19564
293,RRT*,5022,14826,0.00883268,3.53799
294,RRT,48,21095,0.00492288,7.40841
294,RRT*,5016,12122,0.0113667,2.404
295,RRT,44,4972,0.00264826,5.95191
295,RRT*,5012,27138,0.0301877,0.64162
296,RRT,42,20598,0.00470317,5.49286
296,RRT*,5023,23428,0.00413846,4.47318
297,RRT,43,20940,0.00397712,3.55907
297,RRT*,5021,26788,0.00596063,3.71173
298,RRT,39,26512,0.00424254,4.76235
298,RRT*,5024,25885,0.00395613,3.83082
299,RRT,49,22695,0.00330466,6.32229
299,RRT*,5019,27285,0.0139073,1.91614
300,RRT,42,23964,0.00539831,7.82534
300,RRT*,5031,20032,0.00947693,4.88022
301,RRT,47,26154,0.003184,6.26052
301,RRT*,5023,18481,0.00745295,3.01538
302,RRT,44,22102,0.00234144,5.66042
302,RRT*,5029,38339,0.00493676,3.47018
303,RRT,41,21203,0.00574182,7.60051
